event_id,case_id,account_id,session_id,content_id,target_id,timestamp,event_type,channel,model_surface,action,raw_risk_score,pattern_id,ground_truth_case_label
EVT-0000676,C-003,A-0030,S-00106,,TGT-003,2026-07-05T22:20:00+00:00,search,system,account_layer,shared,0.411,P06,True Positive - Ban Evasion
EVT-0000677,C-003,A-0033,S-00115,CT-000438,TGT-004,2026-07-09T01:01:00+00:00,post,system,chat,updated,0.597,P05,True Positive - Ban Evasion
EVT-0000678,C-003,A-0029,S-00103,CT-000439,TGT-003,2026-07-05T22:52:00+00:00,report,system,moderation_queue,viewed,0.452,,True Positive - Ban Evasion
EVT-0000679,C-003,A-0029,S-00102,CT-000440,TGT-004,2026-07-07T06:01:00+00:00,message,search,chat,viewed,0.722,P09,True Positive - Ban Evasion
EVT-0000680,C-003,A-0030,S-00105,,TGT-004,2026-07-05T15:28:00+00:00,migration_signal,reporting,api,created,0.45,,True Positive - Ban Evasion
EVT-0000681,C-003,A-0033,S-00115,CT-000441,TGT-003,2026-07-06T07:39:00+00:00,message,account,chat,shared,0.786,P09,True Positive - Ban Evasion
EVT-0000682,C-003,A-0033,S-00115,,TGT-003,2026-07-07T07:11:00+00:00,login,system,chat,submitted,0.379,P09,True Positive - Ban Evasion
EVT-0000683,C-003,A-0035,S-00121,CT-000442,TGT-004,2026-07-07T22:33:00+00:00,report,system,moderation_queue,updated,0.48,P01,True Positive - Ban Evasion
EVT-0000684,C-003,A-0029,S-00103,CT-000443,TGT-004,2026-07-08T07:18:00+00:00,post,system,moderation_queue,viewed,0.705,,True Positive - Ban Evasion
EVT-0000685,C-003,A-0035,S-00122,CT-000444,TGT-004,2026-07-06T05:54:00+00:00,post,account,moderation_queue,shared,0.525,P05,True Positive - Ban Evasion
EVT-0000686,C-003,A-0030,S-00105,,,2026-07-05T12:27:00+00:00,migration_signal,search,moderation_queue,shared,0.489,,True Positive - Ban Evasion
EVT-0000687,C-003,A-0030,S-00106,CT-000445,TGT-003,2026-07-08T19:07:00+00:00,post,chat,chat,updated,0.744,P05,True Positive - Ban Evasion
EVT-0000688,C-003,A-0030,S-00106,,TGT-004,2026-07-06T21:30:00+00:00,migration_signal,account,moderation_queue,updated,0.648,,True Positive - Ban Evasion
EVT-0000689,C-003,A-0035,S-00122,CT-000446,TGT-004,2026-07-06T23:37:00+00:00,post,account,api,updated,0.431,,True Positive - Ban Evasion
EVT-0000690,C-003,A-0035,S-00122,,,2026-07-06T08:37:00+00:00,login,system,moderation_queue,updated,0.75,P01,True Positive - Ban Evasion
EVT-0000691,C-003,A-0033,S-00115,CT-000447,TGT-003,2026-07-06T20:42:00+00:00,message,reporting,chat,shared,0.608,P01,True Positive - Ban Evasion
EVT-0000692,C-003,A-0034,S-00119,,,2026-07-06T10:51:00+00:00,migration_signal,account,chat,submitted,0.748,,True Positive - Ban Evasion
EVT-0000693,C-003,A-0031,S-00107,,,2026-07-07T12:46:00+00:00,profile_update,reporting,moderation_queue,created,0.534,,True Positive - Ban Evasion
EVT-0000694,C-003,A-0034,S-00117,,,2026-07-07T20:47:00+00:00,login,reporting,chat,submitted,0.439,P05,True Positive - Ban Evasion
EVT-0000695,C-003,A-0034,S-00117,CT-000448,TGT-004,2026-07-05T19:26:00+00:00,post,reporting,moderation_queue,shared,0.453,P01,True Positive - Ban Evasion
EVT-0000696,C-003,A-0027,S-00094,CT-000449,TGT-003,2026-07-05T20:50:00+00:00,message,account,api,updated,0.567,P05,True Positive - Ban Evasion
EVT-0000697,C-003,A-0028,S-00099,,,2026-07-07T04:14:00+00:00,login,chat,chat,viewed,0.658,P09,True Positive - Ban Evasion
EVT-0000698,C-003,A-0030,S-00105,CT-000450,TGT-004,2026-07-06T06:42:00+00:00,report,chat,account_layer,created,0.466,,True Positive - Ban Evasion
EVT-0000699,C-003,A-0032,S-00110,CT-000451,TGT-004,2026-07-06T17:50:00+00:00,report,account,moderation_queue,updated,0.597,P01,True Positive - Ban Evasion
EVT-0000700,C-003,A-0031,S-00108,CT-000452,TGT-004,2026-07-07T15:31:00+00:00,post,reporting,moderation_queue,updated,0.562,P06,True Positive - Ban Evasion
EVT-0000701,C-003,A-0030,S-00105,,TGT-004,2026-07-07T10:15:00+00:00,login,reporting,chat,submitted,0.627,P06,True Positive - Ban Evasion
EVT-0000702,C-003,A-0030,S-00106,CT-000453,TGT-003,2026-07-05T23:37:00+00:00,message,search,api,updated,0.586,,True Positive - Ban Evasion
EVT-0000703,C-003,A-0031,S-00107,,,2026-07-06T16:27:00+00:00,migration_signal,search,moderation_queue,shared,0.623,P06,True Positive - Ban Evasion
EVT-0000704,C-003,A-0032,S-00113,,TGT-003,2026-07-05T22:27:00+00:00,search,chat,api,viewed,0.62,P05,True Positive - Ban Evasion
EVT-0000705,C-003,A-0035,S-00122,CT-000454,TGT-003,2026-07-09T04:48:00+00:00,post,system,moderation_queue,shared,0.632,,True Positive - Ban Evasion
EVT-0000706,C-003,A-0027,S-00096,,TGT-003,2026-07-06T22:40:00+00:00,search,reporting,chat,created,0.428,P09,True Positive - Ban Evasion
EVT-0000707,C-003,A-0033,S-00115,CT-000455,TGT-004,2026-07-08T23:42:00+00:00,report,reporting,chat,viewed,0.783,P06,True Positive - Ban Evasion
EVT-0000708,C-003,A-0032,S-00110,,,2026-07-06T13:16:00+00:00,profile_update,system,chat,submitted,0.497,P06,True Positive - Ban Evasion
EVT-0000709,C-003,A-0033,S-00116,,TGT-004,2026-07-06T18:08:00+00:00,login,search,moderation_queue,updated,0.538,P01,True Positive - Ban Evasion
EVT-0000710,C-003,A-0033,S-00116,CT-000456,TGT-003,2026-07-06T23:12:00+00:00,post,search,moderation_queue,submitted,0.585,P05,True Positive - Ban Evasion
EVT-0000711,C-003,A-0032,S-00112,CT-000457,TGT-004,2026-07-08T00:37:00+00:00,post,reporting,api,updated,0.675,P01,True Positive - Ban Evasion
EVT-0000712,C-003,A-0032,S-00110,,TGT-004,2026-07-06T19:05:00+00:00,search,chat,moderation_queue,viewed,0.394,P05,True Positive - Ban Evasion
EVT-0000713,C-003,A-0031,S-00108,,TGT-004,2026-07-08T22:07:00+00:00,profile_update,search,moderation_queue,created,0.512,,True Positive - Ban Evasion
EVT-0000714,C-003,A-0029,S-00103,,,2026-07-07T17:19:00+00:00,migration_signal,account,api,created,0.695,P05,True Positive - Ban Evasion
EVT-0000715,C-003,A-0032,S-00112,CT-000458,TGT-004,2026-07-06T21:27:00+00:00,message,chat,api,updated,0.596,P01,True Positive - Ban Evasion
EVT-0000716,C-003,A-0035,S-00122,,,2026-07-07T00:28:00+00:00,login,search,api,submitted,0.475,P05,True Positive - Ban Evasion
EVT-0000717,C-003,A-0033,S-00115,,TGT-004,2026-07-05T18:12:00+00:00,search,account,api,updated,0.471,,True Positive - Ban Evasion
EVT-0000718,C-003,A-0035,S-00122,CT-000459,TGT-004,2026-07-06T17:59:00+00:00,post,chat,moderation_queue,created,0.709,,True Positive - Ban Evasion
EVT-0000719,C-003,A-0030,S-00106,CT-000460,TGT-004,2026-07-07T20:58:00+00:00,post,search,api,created,0.618,,True Positive - Ban Evasion
EVT-0000720,C-003,A-0032,S-00111,CT-000461,TGT-003,2026-07-06T23:15:00+00:00,report,chat,chat,updated,0.657,,True Positive - Ban Evasion
EVT-0000721,C-003,A-0034,S-00120,CT-000462,TGT-003,2026-07-06T04:22:00+00:00,post,system,api,viewed,0.672,P09,True Positive - Ban Evasion
EVT-0000722,C-003,A-0034,S-00117,CT-000463,TGT-004,2026-07-07T10:12:00+00:00,post,account,account_layer,submitted,0.57,P01,True Positive - Ban Evasion
EVT-0000723,C-003,A-0029,S-00103,,TGT-003,2026-07-06T07:58:00+00:00,login,system,api,viewed,0.741,,True Positive - Ban Evasion
EVT-0000724,C-003,A-0027,S-00097,,TGT-004,2026-07-09T03:03:00+00:00,login,chat,moderation_queue,viewed,0.66,,True Positive - Ban Evasion
EVT-0000725,C-003,A-0035,S-00121,,,2026-07-05T16:44:00+00:00,login,search,account_layer,updated,0.705,P09,True Positive - Ban Evasion
EVT-0000726,C-003,A-0033,S-00116,CT-000464,TGT-004,2026-07-05T11:22:00+00:00,post,system,api,shared,0.685,,True Positive - Ban Evasion
EVT-0000727,C-003,A-0028,S-00101,,TGT-003,2026-07-06T06:35:00+00:00,profile_update,search,api,shared,0.734,,True Positive - Ban Evasion
EVT-0000728,C-003,A-0028,S-00100,CT-000465,TGT-004,2026-07-09T02:58:00+00:00,post,account,chat,submitted,0.703,,True Positive - Ban Evasion
EVT-0000729,C-003,A-0033,S-00115,,TGT-003,2026-07-06T04:09:00+00:00,profile_update,search,api,submitted,0.516,P06,True Positive - Ban Evasion
EVT-0000730,C-003,A-0034,S-00117,CT-000466,TGT-003,2026-07-06T13:42:00+00:00,post,chat,api,shared,0.773,P06,True Positive - Ban Evasion
EVT-0000731,C-003,A-0030,S-00105,,,2026-07-05T18:02:00+00:00,login,reporting,api,viewed,0.361,P05,True Positive - Ban Evasion
EVT-0000732,C-003,A-0033,S-00116,,TGT-003,2026-07-07T12:04:00+00:00,migration_signal,search,api,viewed,0.482,P01,True Positive - Ban Evasion
EVT-0000733,C-003,A-0028,S-00098,CT-000467,TGT-004,2026-07-07T17:51:00+00:00,post,system,api,submitted,0.593,P01,True Positive - Ban Evasion
EVT-0000734,C-003,A-0030,S-00106,,TGT-003,2026-07-07T23:45:00+00:00,login,account,chat,viewed,0.417,,True Positive - Ban Evasion
EVT-0000735,C-003,A-0031,S-00109,CT-000468,TGT-003,2026-07-07T22:38:00+00:00,post,system,chat,shared,0.525,P05,True Positive - Ban Evasion
EVT-0000736,C-003,A-0029,S-00104,,TGT-004,2026-07-06T12:24:00+00:00,login,system,account_layer,created,0.487,P06,True Positive - Ban Evasion
EVT-0000737,C-003,A-0032,S-00111,CT-000469,TGT-003,2026-07-06T06:05:00+00:00,report,system,moderation_queue,viewed,0.51,,True Positive - Ban Evasion
EVT-0000738,C-003,A-0027,S-00096,CT-000470,TGT-004,2026-07-08T20:56:00+00:00,post,search,moderation_queue,submitted,0.447,P01,True Positive - Ban Evasion
EVT-0000739,C-003,A-0031,S-00108,,TGT-004,2026-07-07T18:57:00+00:00,migration_signal,system,api,submitted,0.37,P01,True Positive - Ban Evasion
EVT-0000740,C-003,A-0035,S-00122,CT-000471,TGT-003,2026-07-07T04:01:00+00:00,post,system,moderation_queue,viewed,0.487,,True Positive - Ban Evasion
EVT-0000741,C-003,A-0027,S-00096,CT-000472,TGT-003,2026-07-08T04:38:00+00:00,message,account,api,submitted,0.76,P06,True Positive - Ban Evasion
EVT-0000742,C-003,A-0030,S-00106,,,2026-07-06T22:20:00+00:00,migration_signal,chat,chat,updated,0.651,P01,True Positive - Ban Evasion
EVT-0000743,C-003,A-0031,S-00109,CT-000473,TGT-004,2026-07-07T11:37:00+00:00,message,chat,moderation_queue,viewed,0.708,P09,True Positive - Ban Evasion
EVT-0000744,C-003,A-0028,S-00100,CT-000474,TGT-004,2026-07-07T06:52:00+00:00,report,chat,api,created,0.786,P01,True Positive - Ban Evasion
EVT-0000745,C-003,A-0033,S-00115,CT-000475,TGT-004,2026-07-07T04:54:00+00:00,post,system,moderation_queue,updated,0.735,,True Positive - Ban Evasion
EVT-0000746,C-003,A-0027,S-00094,CT-000476,TGT-003,2026-07-06T06:13:00+00:00,post,system,account_layer,updated,0.686,P01,True Positive - Ban Evasion
EVT-0000747,C-003,A-0033,S-00115,CT-000477,TGT-004,2026-07-07T17:18:00+00:00,post,search,api,shared,0.459,,True Positive - Ban Evasion
EVT-0000748,C-003,A-0035,S-00121,CT-000478,TGT-003,2026-07-05T10:26:00+00:00,post,reporting,account_layer,viewed,0.753,P01,True Positive - Ban Evasion
EVT-0000749,C-003,A-0031,S-00109,,,2026-07-08T10:14:00+00:00,profile_update,search,moderation_queue,submitted,0.487,P06,True Positive - Ban Evasion
EVT-0000750,C-003,A-0031,S-00109,CT-000479,TGT-003,2026-07-05T08:03:00+00:00,post,account,api,shared,0.596,P05,True Positive - Ban Evasion
EVT-0000751,C-003,A-0030,S-00106,,TGT-004,2026-07-07T06:28:00+00:00,search,system,chat,updated,0.723,P05,True Positive - Ban Evasion
EVT-0000752,C-003,A-0028,S-00099,CT-000480,TGT-004,2026-07-08T03:43:00+00:00,post,reporting,api,shared,0.568,P09,True Positive - Ban Evasion
EVT-0000753,C-003,A-0030,S-00105,CT-000481,TGT-004,2026-07-06T10:47:00+00:00,post,system,account_layer,viewed,0.651,P01,True Positive - Ban Evasion
EVT-0000754,C-003,A-0027,S-00093,CT-000482,TGT-003,2026-07-07T23:30:00+00:00,post,reporting,chat,viewed,0.521,P09,True Positive - Ban Evasion
EVT-0000755,C-003,A-0034,S-00118,,TGT-003,2026-07-07T16:12:00+00:00,migration_signal,reporting,moderation_queue,viewed,0.62,P09,True Positive - Ban Evasion
EVT-0000756,C-003,A-0033,S-00116,CT-000483,TGT-004,2026-07-06T21:02:00+00:00,report,system,account_layer,submitted,0.563,P09,True Positive - Ban Evasion
EVT-0000757,C-003,A-0035,S-00121,,TGT-004,2026-07-05T16:26:00+00:00,search,account,account_layer,updated,0.413,,True Positive - Ban Evasion
EVT-0000758,C-003,A-0034,S-00120,CT-000484,TGT-003,2026-07-09T05:37:00+00:00,post,chat,moderation_queue,shared,0.456,,True Positive - Ban Evasion
EVT-0000759,C-003,A-0032,S-00114,CT-000485,TGT-003,2026-07-06T12:49:00+00:00,post,chat,chat,viewed,0.677,P06,True Positive - Ban Evasion
EVT-0000760,C-003,A-0035,S-00122,CT-000486,TGT-004,2026-07-06T11:06:00+00:00,post,chat,account_layer,created,0.768,P06,True Positive - Ban Evasion
EVT-0000761,C-003,A-0034,S-00118,CT-000487,TGT-004,2026-07-09T01:49:00+00:00,post,reporting,chat,viewed,0.734,P09,True Positive - Ban Evasion
EVT-0000762,C-003,A-0033,S-00116,CT-000488,TGT-004,2026-07-07T18:17:00+00:00,post,account,moderation_queue,submitted,0.459,P05,True Positive - Ban Evasion
EVT-0000763,C-003,A-0031,S-00109,,TGT-003,2026-07-06T04:30:00+00:00,migration_signal,reporting,chat,submitted,0.565,P06,True Positive - Ban Evasion
EVT-0000764,C-003,A-0028,S-00100,CT-000489,TGT-004,2026-07-06T00:28:00+00:00,message,search,account_layer,viewed,0.584,P06,True Positive - Ban Evasion
EVT-0000765,C-003,A-0035,S-00122,CT-000490,TGT-004,2026-07-07T14:19:00+00:00,post,system,account_layer,created,0.517,P05,True Positive - Ban Evasion
EVT-0000766,C-003,A-0032,S-00112,CT-000491,TGT-004,2026-07-08T15:06:00+00:00,post,chat,account_layer,submitted,0.571,P05,True Positive - Ban Evasion
EVT-0000767,C-003,A-0035,S-00122,CT-000492,TGT-003,2026-07-07T02:24:00+00:00,message,system,account_layer,submitted,0.706,,True Positive - Ban Evasion
EVT-0000768,C-003,A-0035,S-00122,CT-000493,TGT-004,2026-07-08T15:52:00+00:00,message,account,account_layer,updated,0.604,,True Positive - Ban Evasion
EVT-0000769,C-003,A-0027,S-00093,,TGT-004,2026-07-08T11:37:00+00:00,migration_signal,search,chat,submitted,0.585,,True Positive - Ban Evasion
EVT-0000770,C-003,A-0034,S-00117,,TGT-003,2026-07-05T13:18:00+00:00,search,reporting,account_layer,updated,0.615,,True Positive - Ban Evasion
EVT-0000771,C-003,A-0032,S-00110,CT-000494,TGT-004,2026-07-08T23:10:00+00:00,report,search,chat,created,0.727,,True Positive - Ban Evasion
EVT-0000772,C-003,A-0027,S-00095,,TGT-004,2026-07-07T06:03:00+00:00,migration_signal,system,account_layer,viewed,0.697,,True Positive - Ban Evasion
EVT-0000773,C-003,A-0031,S-00109,CT-000495,TGT-003,2026-07-06T20:03:00+00:00,message,reporting,chat,viewed,0.576,P06,True Positive - Ban Evasion
EVT-0000774,C-003,A-0031,S-00108,,TGT-003,2026-07-07T22:32:00+00:00,migration_signal,chat,api,submitted,0.534,P05,True Positive - Ban Evasion
EVT-0000775,C-003,A-0030,S-00106,CT-000496,TGT-003,2026-07-06T14:31:00+00:00,post,reporting,api,viewed,0.46,,True Positive - Ban Evasion
EVT-0000776,C-003,A-0033,S-00115,CT-000497,TGT-003,2026-07-06T18:11:00+00:00,post,reporting,api,shared,0.732,P01,True Positive - Ban Evasion
EVT-0000777,C-003,A-0032,S-00113,CT-000498,TGT-003,2026-07-06T19:43:00+00:00,post,account,chat,updated,0.509,P01,True Positive - Ban Evasion
EVT-0000778,C-003,A-0032,S-00110,,,2026-07-06T04:25:00+00:00,login,reporting,chat,viewed,0.585,P09,True Positive - Ban Evasion
EVT-0000779,C-003,A-0029,S-00102,,,2026-07-08T10:43:00+00:00,migration_signal,reporting,api,created,0.655,,True Positive - Ban Evasion
EVT-0000780,C-003,A-0030,S-00105,CT-000499,TGT-004,2026-07-07T10:13:00+00:00,report,chat,api,shared,0.641,P05,True Positive - Ban Evasion
EVT-0000781,C-004,A-0041,S-00149,CT-000500,TGT-005,2026-07-10T01:52:00+00:00,post,system,account_layer,shared,0.67,P08,True Positive - Recruitment Network
EVT-0000782,C-004,A-0041,S-00147,CT-000501,TGT-007,2026-07-10T18:05:00+00:00,post,chat,account_layer,created,0.933,P09,True Positive - Recruitment Network
EVT-0000783,C-004,A-0036,S-00125,,TGT-007,2026-07-08T11:40:00+00:00,search,account,chat,submitted,0.624,P08,True Positive - Recruitment Network
EVT-0000784,C-004,A-0043,S-00156,,,2026-07-08T10:16:00+00:00,migration_signal,system,moderation_queue,submitted,0.653,P04,True Positive - Recruitment Network
EVT-0000785,C-004,A-0037,S-00128,CT-000502,TGT-007,2026-07-08T21:31:00+00:00,message,chat,account_layer,submitted,0.652,P09,True Positive - Recruitment Network
EVT-0000786,C-004,A-0046,S-00163,CT-000503,TGT-007,2026-07-09T18:56:00+00:00,message,reporting,moderation_queue,created,0.903,P04,True Positive - Recruitment Network
EVT-0000787,C-004,A-0037,S-00131,CT-000504,TGT-005,2026-07-07T10:34:00+00:00,report,reporting,account_layer,shared,0.805,P09,True Positive - Recruitment Network
EVT-0000788,C-004,A-0042,S-00153,CT-000505,TGT-006,2026-07-11T01:07:00+00:00,report,chat,moderation_queue,shared,0.714,P04,True Positive - Recruitment Network
EVT-0000789,C-004,A-0040,S-00140,,TGT-005,2026-07-11T08:03:00+00:00,login,system,moderation_queue,submitted,0.727,P12,True Positive - Recruitment Network
EVT-0000790,C-004,A-0040,S-00144,,TGT-007,2026-07-08T02:00:00+00:00,search,account,api,viewed,0.585,,True Positive - Recruitment Network
EVT-0000791,C-004,A-0046,S-00162,,TGT-007,2026-07-08T12:11:00+00:00,migration_signal,search,api,created,0.622,P09,True Positive - Recruitment Network
EVT-0000792,C-004,A-0043,S-00156,,,2026-07-08T23:01:00+00:00,migration_signal,system,moderation_queue,shared,0.596,P08,True Positive - Recruitment Network
EVT-0000793,C-004,A-0040,S-00142,CT-000506,TGT-006,2026-07-08T20:44:00+00:00,post,reporting,api,submitted,0.694,P12,True Positive - Recruitment Network
EVT-0000794,C-004,A-0040,S-00140,CT-000507,TGT-005,2026-07-09T16:28:00+00:00,message,system,chat,viewed,0.926,,True Positive - Recruitment Network
EVT-0000795,C-004,A-0040,S-00140,CT-000508,TGT-007,2026-07-10T11:41:00+00:00,post,chat,api,submitted,0.854,P12,True Positive - Recruitment Network
EVT-0000796,C-004,A-0043,S-00154,,TGT-005,2026-07-10T02:16:00+00:00,migration_signal,search,moderation_queue,updated,0.822,P12,True Positive - Recruitment Network
EVT-0000797,C-004,A-0046,S-00164,,TGT-005,2026-07-09T13:25:00+00:00,search,chat,chat,submitted,0.853,,True Positive - Recruitment Network
EVT-0000798,C-004,A-0046,S-00164,CT-000509,TGT-005,2026-07-09T17:08:00+00:00,post,search,api,created,0.633,P04,True Positive - Recruitment Network
EVT-0000799,C-004,A-0040,S-00140,CT-000510,TGT-006,2026-07-10T08:46:00+00:00,post,reporting,moderation_queue,updated,0.648,P08,True Positive - Recruitment Network
EVT-0000800,C-004,A-0041,S-00149,CT-000511,TGT-005,2026-07-07T13:38:00+00:00,post,search,api,submitted,0.851,P04,True Positive - Recruitment Network
EVT-0000801,C-004,A-0043,S-00155,CT-000512,TGT-007,2026-07-09T06:57:00+00:00,report,system,moderation_queue,created,0.938,P12,True Positive - Recruitment Network
EVT-0000802,C-004,A-0039,S-00139,CT-000513,TGT-005,2026-07-08T20:12:00+00:00,post,chat,chat,created,0.749,P09,True Positive - Recruitment Network
EVT-0000803,C-004,A-0039,S-00137,CT-000514,TGT-005,2026-07-07T21:36:00+00:00,post,reporting,chat,viewed,0.749,P09,True Positive - Recruitment Network
EVT-0000804,C-004,A-0039,S-00136,CT-000515,TGT-007,2026-07-08T10:28:00+00:00,message,search,api,created,0.705,P09,True Positive - Recruitment Network
EVT-0000805,C-004,A-0039,S-00137,CT-000516,TGT-006,2026-07-10T01:16:00+00:00,post,search,api,created,0.955,P12,True Positive - Recruitment Network
EVT-0000806,C-004,A-0045,S-00159,CT-000517,TGT-005,2026-07-09T13:25:00+00:00,report,system,api,created,0.874,P09,True Positive - Recruitment Network
EVT-0000807,C-004,A-0047,S-00165,CT-000518,TGT-007,2026-07-08T13:18:00+00:00,post,account,account_layer,updated,0.689,,True Positive - Recruitment Network
EVT-0000808,C-004,A-0036,S-00123,CT-000519,TGT-006,2026-07-07T15:04:00+00:00,post,chat,chat,shared,0.687,P04,True Positive - Recruitment Network
EVT-0000809,C-004,A-0039,S-00138,CT-000520,TGT-005,2026-07-10T07:42:00+00:00,post,account,chat,shared,0.938,P04,True Positive - Recruitment Network
EVT-0000810,C-004,A-0044,S-00158,,TGT-006,2026-07-09T00:05:00+00:00,profile_update,reporting,account_layer,shared,0.67,,True Positive - Recruitment Network
EVT-0000811,C-004,A-0046,S-00164,,,2026-07-10T01:04:00+00:00,migration_signal,reporting,moderation_queue,viewed,0.918,P04,True Positive - Recruitment Network
EVT-0000812,C-004,A-0044,S-00157,CT-000521,TGT-005,2026-07-11T02:35:00+00:00,post,system,account_layer,submitted,0.635,,True Positive - Recruitment Network
EVT-0000813,C-004,A-0046,S-00162,CT-000522,TGT-005,2026-07-09T09:02:00+00:00,post,account,api,shared,0.724,,True Positive - Recruitment Network
EVT-0000814,C-004,A-0039,S-00138,,TGT-006,2026-07-10T17:49:00+00:00,search,account,moderation_queue,updated,0.634,P08,True Positive - Recruitment Network
EVT-0000815,C-004,A-0039,S-00136,,TGT-007,2026-07-09T11:54:00+00:00,migration_signal,system,account_layer,submitted,0.852,P04,True Positive - Recruitment Network
EVT-0000816,C-004,A-0037,S-00129,CT-000523,TGT-007,2026-07-08T22:37:00+00:00,message,account,account_layer,created,0.645,,True Positive - Recruitment Network
EVT-0000817,C-004,A-0036,S-00127,CT-000524,TGT-007,2026-07-09T09:39:00+00:00,post,reporting,chat,updated,0.635,P04,True Positive - Recruitment Network
EVT-0000818,C-004,A-0042,S-00153,,TGT-006,2026-07-08T11:41:00+00:00,search,reporting,moderation_queue,created,0.693,,True Positive - Recruitment Network
EVT-0000819,C-004,A-0042,S-00151,CT-000525,TGT-006,2026-07-11T08:28:00+00:00,post,search,moderation_queue,shared,0.773,P12,True Positive - Recruitment Network
EVT-0000820,C-004,A-0047,S-00165,,TGT-007,2026-07-07T18:50:00+00:00,search,chat,account_layer,created,0.644,P09,True Positive - Recruitment Network
EVT-0000821,C-004,A-0042,S-00151,,TGT-005,2026-07-09T23:14:00+00:00,migration_signal,reporting,account_layer,shared,0.756,P09,True Positive - Recruitment Network
EVT-0000822,C-004,A-0039,S-00139,,TGT-006,2026-07-07T17:08:00+00:00,migration_signal,search,api,updated,0.579,P12,True Positive - Recruitment Network
EVT-0000823,C-004,A-0042,S-00151,CT-000526,TGT-006,2026-07-11T01:07:00+00:00,report,search,chat,viewed,0.722,P09,True Positive - Recruitment Network
EVT-0000824,C-004,A-0037,S-00130,CT-000527,TGT-005,2026-07-10T22:14:00+00:00,post,chat,moderation_queue,created,0.731,P04,True Positive - Recruitment Network
EVT-0000825,C-004,A-0047,S-00167,CT-000528,TGT-007,2026-07-11T07:52:00+00:00,post,reporting,moderation_queue,viewed,0.892,P09,True Positive - Recruitment Network
EVT-0000826,C-004,A-0043,S-00154,CT-000529,TGT-005,2026-07-10T23:46:00+00:00,post,system,api,submitted,0.812,,True Positive - Recruitment Network
EVT-0000827,C-004,A-0041,S-00145,,,2026-07-10T10:51:00+00:00,login,account,moderation_queue,viewed,0.761,P08,True Positive - Recruitment Network
EVT-0000828,C-004,A-0047,S-00167,,,2026-07-09T03:19:00+00:00,migration_signal,reporting,api,updated,0.865,P04,True Positive - Recruitment Network
EVT-0000829,C-004,A-0043,S-00154,,TGT-006,2026-07-10T05:05:00+00:00,login,system,moderation_queue,submitted,0.81,,True Positive - Recruitment Network
EVT-0000830,C-004,A-0044,S-00158,,TGT-007,2026-07-09T14:01:00+00:00,search,reporting,account_layer,shared,0.899,P09,True Positive - Recruitment Network
EVT-0000831,C-004,A-0047,S-00166,,TGT-006,2026-07-10T11:58:00+00:00,search,search,chat,updated,0.631,,True Positive - Recruitment Network
EVT-0000832,C-004,A-0040,S-00143,CT-000530,TGT-005,2026-07-08T05:36:00+00:00,post,reporting,account_layer,created,0.786,,True Positive - Recruitment Network
EVT-0000833,C-004,A-0042,S-00151,CT-000531,TGT-006,2026-07-10T00:08:00+00:00,post,search,api,shared,0.726,P08,True Positive - Recruitment Network
EVT-0000834,C-004,A-0036,S-00125,,TGT-007,2026-07-11T06:35:00+00:00,search,search,chat,viewed,0.847,P08,True Positive - Recruitment Network
EVT-0000835,C-004,A-0046,S-00162,CT-000532,TGT-007,2026-07-07T15:48:00+00:00,post,system,account_layer,created,0.902,P12,True Positive - Recruitment Network
EVT-0000836,C-004,A-0047,S-00165,CT-000533,TGT-007,2026-07-10T05:11:00+00:00,post,account,api,created,0.952,P08,True Positive - Recruitment Network
EVT-0000837,C-004,A-0045,S-00159,CT-000534,TGT-005,2026-07-10T23:44:00+00:00,post,account,moderation_queue,created,0.65,,True Positive - Recruitment Network
EVT-0000838,C-004,A-0036,S-00123,CT-000535,TGT-006,2026-07-09T19:43:00+00:00,post,chat,account_layer,created,0.709,,True Positive - Recruitment Network
EVT-0000839,C-004,A-0046,S-00164,CT-000536,TGT-005,2026-07-09T15:18:00+00:00,post,chat,api,updated,0.881,,True Positive - Recruitment Network
EVT-0000840,C-004,A-0037,S-00130,CT-000537,TGT-005,2026-07-09T10:16:00+00:00,post,system,moderation_queue,viewed,0.746,,True Positive - Recruitment Network
EVT-0000841,C-004,A-0038,S-00133,CT-000538,TGT-006,2026-07-10T07:37:00+00:00,post,account,chat,shared,0.955,P04,True Positive - Recruitment Network
EVT-0000842,C-004,A-0036,S-00124,CT-000539,TGT-007,2026-07-09T14:29:00+00:00,post,account,account_layer,shared,0.787,P08,True Positive - Recruitment Network
EVT-0000843,C-004,A-0040,S-00144,CT-000540,TGT-006,2026-07-08T10:28:00+00:00,post,search,moderation_queue,created,0.683,P04,True Positive - Recruitment Network
EVT-0000844,C-004,A-0046,S-00163,CT-000541,TGT-005,2026-07-11T04:14:00+00:00,post,chat,api,updated,0.68,P08,True Positive - Recruitment Network
EVT-0000845,C-004,A-0037,S-00129,CT-000542,TGT-006,2026-07-10T10:14:00+00:00,post,chat,api,submitted,0.657,P12,True Positive - Recruitment Network
EVT-0000846,C-004,A-0045,S-00160,,,2026-07-11T01:14:00+00:00,login,account,api,viewed,0.712,P09,True Positive - Recruitment Network
EVT-0000847,C-004,A-0042,S-00153,CT-000543,TGT-007,2026-07-09T04:14:00+00:00,post,account,chat,created,0.609,P08,True Positive - Recruitment Network
EVT-0000848,C-004,A-0039,S-00137,CT-000544,TGT-007,2026-07-09T10:58:00+00:00,post,search,api,shared,0.751,P09,True Positive - Recruitment Network
