session_id,account_id,device_id,ip_cluster_id,login_time,logout_time,geo_region,network_type,user_agent_family
S-00197,A-0056,DEV-014,IPC-41,2026-07-10T15:53:00+00:00,2026-07-10T16:45:00+00:00,EU-West,public_wifi,chrome
S-00198,A-0056,DEV-014,IPC-40,2026-07-11T18:48:00+00:00,2026-07-11T20:48:00+00:00,EU-West,datacenter,mobile_app
S-00199,A-0057,DEV-014,IPC-24,2026-07-10T22:34:00+00:00,2026-07-11T01:29:00+00:00,US-Northeast,residential,safari
S-00200,A-0057,DEV-014,IPC-59,2026-07-10T17:56:00+00:00,2026-07-10T19:41:00+00:00,US-Northeast,public_wifi,firefox
S-00201,A-0058,DEV-015,IPC-78,2026-07-12T07:40:00+00:00,2026-07-12T08:52:00+00:00,US-Northeast,datacenter,chrome
S-00202,A-0058,DEV-015,IPC-43,2026-07-11T05:28:00+00:00,2026-07-11T06:32:00+00:00,US-Northeast,public_wifi,mobile_app
S-00203,A-0059,DEV-016,IPC-36,2026-07-11T20:09:00+00:00,2026-07-11T22:08:00+00:00,US-South,public_wifi,chrome
S-00204,A-0059,DEV-016,IPC-72,2026-07-10T22:02:00+00:00,2026-07-10T23:39:00+00:00,US-South,residential,mobile_app
S-00205,A-0060,DEV-019,IPC-27,2026-07-10T14:17:00+00:00,2026-07-10T14:41:00+00:00,US-West,public_wifi,firefox
S-00206,A-0060,DEV-019,IPC-10,2026-07-12T06:49:00+00:00,2026-07-12T09:27:00+00:00,US-West,public_wifi,chrome
S-00207,A-0060,DEV-019,IPC-72,2026-07-09T23:24:00+00:00,2026-07-10T01:16:00+00:00,US-West,public_wifi,mobile_app
S-00208,A-0061,DEV-014,IPC-78,2026-07-10T06:10:00+00:00,2026-07-10T07:20:00+00:00,US-Midwest,datacenter,safari
S-00209,A-0061,DEV-014,IPC-73,2026-07-11T21:52:00+00:00,2026-07-11T23:18:00+00:00,US-Midwest,residential,safari
S-00210,A-0061,DEV-014,IPC-13,2026-07-10T19:44:00+00:00,2026-07-10T20:56:00+00:00,US-Midwest,residential,mobile_app
S-00211,A-0062,DEV-019,IPC-57,2026-07-12T07:13:00+00:00,2026-07-12T10:04:00+00:00,US-South,mobile,firefox
S-00212,A-0062,DEV-019,IPC-25,2026-07-10T10:36:00+00:00,2026-07-10T12:34:00+00:00,US-South,public_wifi,safari
S-00213,A-0062,DEV-019,IPC-17,2026-07-12T02:59:00+00:00,2026-07-12T05:06:00+00:00,US-South,datacenter,safari
S-00214,A-0063,DEV-016,IPC-59,2026-07-09T18:46:00+00:00,2026-07-09T21:38:00+00:00,EU-West,residential,firefox
S-00215,A-0063,DEV-016,IPC-66,2026-07-12T07:14:00+00:00,2026-07-12T08:07:00+00:00,EU-West,public_wifi,safari
S-00216,A-0063,DEV-016,IPC-92,2026-07-12T01:43:00+00:00,2026-07-12T02:08:00+00:00,EU-West,public_wifi,chrome
S-00217,A-0063,DEV-016,IPC-97,2026-07-10T01:24:00+00:00,2026-07-10T02:33:00+00:00,EU-West,residential,firefox
S-00218,A-0064,DEV-015,IPC-54,2026-07-11T00:38:00+00:00,2026-07-11T03:01:00+00:00,US-Northeast,mobile,chrome
S-00219,A-0064,DEV-015,IPC-40,2026-07-09T22:59:00+00:00,2026-07-10T00:26:00+00:00,US-Northeast,public_wifi,mobile_app
S-00220,A-0064,DEV-015,IPC-59,2026-07-12T07:07:00+00:00,2026-07-12T08:05:00+00:00,US-Northeast,residential,safari
S-00221,A-0065,DEV-014,IPC-62,2026-07-12T08:35:00+00:00,2026-07-12T09:22:00+00:00,US-South,public_wifi,firefox
S-00222,A-0065,DEV-014,IPC-17,2026-07-09T20:37:00+00:00,2026-07-09T22:07:00+00:00,US-South,public_wifi,safari
S-00223,A-0065,DEV-014,IPC-80,2026-07-09T17:42:00+00:00,2026-07-09T20:07:00+00:00,US-South,residential,mobile_app
S-00224,A-0065,DEV-014,IPC-11,2026-07-11T16:59:00+00:00,2026-07-11T18:20:00+00:00,US-South,datacenter,firefox
S-00225,A-0065,DEV-014,IPC-53,2026-07-10T17:24:00+00:00,2026-07-10T20:09:00+00:00,US-South,datacenter,mobile_app
S-00226,A-0066,DEV-019,IPC-68,2026-07-09T09:50:00+00:00,2026-07-09T10:44:00+00:00,US-West,mobile,firefox
S-00227,A-0066,DEV-019,IPC-71,2026-07-09T15:57:00+00:00,2026-07-09T17:24:00+00:00,US-West,public_wifi,firefox
S-00228,A-0066,DEV-019,IPC-58,2026-07-12T00:41:00+00:00,2026-07-12T03:41:00+00:00,US-West,public_wifi,safari
S-00229,A-0066,DEV-019,IPC-54,2026-07-10T00:56:00+00:00,2026-07-10T03:06:00+00:00,US-West,mobile,safari
S-00230,A-0067,DEV-015,IPC-38,2026-07-09T22:03:00+00:00,2026-07-09T22:08:00+00:00,APAC,mobile,safari
S-00231,A-0067,DEV-015,IPC-50,2026-07-10T08:40:00+00:00,2026-07-10T08:49:00+00:00,APAC,datacenter,chrome
S-00232,A-0067,DEV-015,IPC-91,2026-07-10T18:56:00+00:00,2026-07-10T19:51:00+00:00,APAC,mobile,chrome
S-00233,A-0067,DEV-015,IPC-98,2026-07-10T13:42:00+00:00,2026-07-10T14:22:00+00:00,APAC,residential,chrome
S-00234,A-0067,DEV-015,IPC-80,2026-07-09T23:20:00+00:00,2026-07-10T01:46:00+00:00,APAC,datacenter,chrome
S-00235,A-0068,DEV-017,IPC-35,2026-07-12T07:02:00+00:00,2026-07-12T09:10:00+00:00,US-Midwest,public_wifi,safari
S-00236,A-0068,DEV-017,IPC-62,2026-07-10T11:06:00+00:00,2026-07-10T12:32:00+00:00,US-Midwest,datacenter,safari
S-00237,A-0068,DEV-017,IPC-76,2026-07-10T06:46:00+00:00,2026-07-10T07:10:00+00:00,US-Midwest,datacenter,mobile_app
S-00238,A-0068,DEV-017,IPC-55,2026-07-11T20:29:00+00:00,2026-07-11T21:47:00+00:00,US-Midwest,residential,firefox
S-00239,A-0069,DEV-017,IPC-73,2026-07-12T07:35:00+00:00,2026-07-12T09:58:00+00:00,EU-West,datacenter,safari
S-00240,A-0069,DEV-017,IPC-61,2026-07-10T14:58:00+00:00,2026-07-10T17:15:00+00:00,EU-West,residential,firefox
S-00241,A-0069,DEV-017,IPC-36,2026-07-10T21:50:00+00:00,2026-07-10T22:25:00+00:00,EU-West,mobile,firefox
S-00242,A-0070,DEV-014,IPC-15,2026-07-11T16:24:00+00:00,2026-07-11T19:18:00+00:00,US-Midwest,public_wifi,safari
S-00243,A-0070,DEV-014,IPC-96,2026-07-12T03:29:00+00:00,2026-07-12T05:35:00+00:00,US-Midwest,mobile,chrome
S-00244,A-0071,DEV-014,IPC-24,2026-07-11T03:04:00+00:00,2026-07-11T04:24:00+00:00,APAC,public_wifi,safari
S-00245,A-0071,DEV-014,IPC-71,2026-07-10T12:45:00+00:00,2026-07-10T15:00:00+00:00,APAC,mobile,chrome
S-00246,A-0071,DEV-014,IPC-33,2026-07-10T05:06:00+00:00,2026-07-10T06:46:00+00:00,APAC,public_wifi,chrome
S-00247,A-0071,DEV-014,IPC-20,2026-07-10T13:21:00+00:00,2026-07-10T14:33:00+00:00,APAC,datacenter,mobile_app
S-00248,A-0072,DEV-020,IPC-X03,2026-07-12T04:29:00+00:00,2026-07-12T05:19:00+00:00,EU-West,public_wifi,mobile_app
S-00249,A-0072,DEV-020,IPC-X03,2026-07-12T20:58:00+00:00,2026-07-12T21:11:00+00:00,EU-West,mobile,chrome
S-00250,A-0072,DEV-020,IPC-X03,2026-07-12T05:24:00+00:00,2026-07-12T07:21:00+00:00,EU-West,residential,safari
S-00251,A-0072,DEV-020,IPC-X03,2026-07-12T10:05:00+00:00,2026-07-12T10:30:00+00:00,EU-West,datacenter,chrome
S-00252,A-0073,DEV-X08,IPC-X03,2026-07-12T19:00:00+00:00,2026-07-12T21:30:00+00:00,APAC,residential,mobile_app
S-00253,A-0073,DEV-X08,IPC-X03,2026-07-12T17:42:00+00:00,2026-07-12T19:43:00+00:00,APAC,datacenter,chrome
S-00254,A-0073,DEV-020,IPC-X03,2026-07-12T23:58:00+00:00,2026-07-13T01:42:00+00:00,APAC,residential,chrome
S-00255,A-0074,DEV-X05,IPC-X03,2026-07-12T14:12:00+00:00,2026-07-12T14:36:00+00:00,US-Midwest,datacenter,safari
S-00256,A-0074,DEV-X05,IPC-X03,2026-07-13T10:59:00+00:00,2026-07-13T11:34:00+00:00,US-Midwest,public_wifi,mobile_app
S-00257,A-0075,DEV-022,IPC-X03,2026-07-12T14:01:00+00:00,2026-07-12T14:38:00+00:00,US-Midwest,mobile,chrome
S-00258,A-0075,DEV-022,IPC-X03,2026-07-11T08:55:00+00:00,2026-07-11T09:09:00+00:00,US-Midwest,datacenter,safari
S-00259,A-0075,DEV-022,IPC-X03,2026-07-11T10:51:00+00:00,2026-07-11T13:47:00+00:00,US-Midwest,mobile,chrome
S-00260,A-0076,DEV-022,IPC-X03,2026-07-12T07:44:00+00:00,2026-07-12T08:41:00+00:00,US-Midwest,datacenter,safari
S-00261,A-0076,DEV-022,IPC-X03,2026-07-14T07:38:00+00:00,2026-07-14T07:46:00+00:00,US-Midwest,residential,safari
S-00262,A-0076,DEV-022,IPC-X03,2026-07-13T12:11:00+00:00,2026-07-13T13:14:00+00:00,US-Midwest,residential,chrome
S-00263,A-0076,DEV-022,IPC-X03,2026-07-13T05:10:00+00:00,2026-07-13T07:15:00+00:00,US-Midwest,mobile,firefox
S-00264,A-0077,DEV-021,IPC-X03,2026-07-11T08:28:00+00:00,2026-07-11T11:28:00+00:00,US-South,public_wifi,chrome
S-00265,A-0077,DEV-021,IPC-X03,2026-07-14T00:17:00+00:00,2026-07-14T00:40:00+00:00,US-South,mobile,mobile_app
S-00266,A-0078,DEV-022,IPC-X03,2026-07-13T17:40:00+00:00,2026-07-13T20:36:00+00:00,APAC,datacenter,firefox
S-00267,A-0078,DEV-022,IPC-X03,2026-07-13T20:09:00+00:00,2026-07-13T20:34:00+00:00,APAC,public_wifi,safari
S-00268,A-0078,DEV-022,IPC-X03,2026-07-13T13:26:00+00:00,2026-07-13T15:18:00+00:00,APAC,datacenter,firefox
S-00269,A-0078,DEV-022,IPC-X03,2026-07-12T14:30:00+00:00,2026-07-12T15:29:00+00:00,APAC,public_wifi,mobile_app
S-00270,A-0078,DEV-022,IPC-X03,2026-07-12T16:20:00+00:00,2026-07-12T18:11:00+00:00,APAC,datacenter,firefox
S-00271,A-0079,DEV-022,IPC-X03,2026-07-11T12:41:00+00:00,2026-07-11T15:26:00+00:00,US-Midwest,residential,mobile_app
S-00272,A-0079,DEV-022,IPC-X03,2026-07-14T03:04:00+00:00,2026-07-14T03:48:00+00:00,US-Midwest,mobile,mobile_app
S-00273,A-0080,DEV-022,IPC-X03,2026-07-13T06:50:00+00:00,2026-07-13T07:27:00+00:00,US-Northeast,datacenter,chrome
S-00274,A-0080,DEV-022,IPC-X03,2026-07-13T07:13:00+00:00,2026-07-13T09:07:00+00:00,US-Northeast,mobile,safari
S-00275,A-0080,DEV-022,IPC-X03,2026-07-13T14:14:00+00:00,2026-07-13T16:31:00+00:00,US-Northeast,public_wifi,safari
S-00276,A-0081,DEV-022,IPC-X03,2026-07-11T18:58:00+00:00,2026-07-11T20:54:00+00:00,EU-West,public_wifi,safari
S-00277,A-0081,DEV-022,IPC-X03,2026-07-13T18:57:00+00:00,2026-07-13T20:32:00+00:00,EU-West,residential,chrome
S-00278,A-0081,DEV-022,IPC-X03,2026-07-11T15:42:00+00:00,2026-07-11T18:09:00+00:00,EU-West,public_wifi,firefox
S-00279,A-0082,DEV-020,IPC-X03,2026-07-12T10:12:00+00:00,2026-07-12T13:01:00+00:00,US-Northeast,mobile,safari
S-00280,A-0082,DEV-020,IPC-X03,2026-07-13T22:13:00+00:00,2026-07-13T23:30:00+00:00,US-Northeast,residential,chrome
S-00281,A-0082,DEV-020,IPC-X03,2026-07-14T06:11:00+00:00,2026-07-14T08:08:00+00:00,US-Northeast,residential,safari
S-00282,A-0083,DEV-021,IPC-X03,2026-07-12T13:59:00+00:00,2026-07-12T14:33:00+00:00,APAC,datacenter,mobile_app
S-00283,A-0083,DEV-021,IPC-X03,2026-07-11T09:04:00+00:00,2026-07-11T10:39:00+00:00,APAC,datacenter,mobile_app
S-00284,A-0083,DEV-021,IPC-X03,2026-07-11T12:26:00+00:00,2026-07-11T13:09:00+00:00,APAC,public_wifi,mobile_app
S-00285,A-0083,DEV-021,IPC-X03,2026-07-13T10:38:00+00:00,2026-07-13T10:55:00+00:00,APAC,datacenter,firefox
S-00286,A-0084,DEV-020,IPC-X03,2026-07-13T07:18:00+00:00,2026-07-13T09:52:00+00:00,US-Midwest,datacenter,chrome
S-00287,A-0084,DEV-020,IPC-X03,2026-07-14T04:20:00+00:00,2026-07-14T07:14:00+00:00,US-Midwest,public_wifi,firefox
S-00288,A-0084,DEV-020,IPC-X03,2026-07-11T16:25:00+00:00,2026-07-11T19:18:00+00:00,US-Midwest,datacenter,mobile_app
S-00289,A-0085,DEV-020,IPC-X03,2026-07-11T18:33:00+00:00,2026-07-11T20:38:00+00:00,US-West,mobile,firefox
S-00290,A-0085,DEV-020,IPC-X03,2026-07-12T10:07:00+00:00,2026-07-12T11:00:00+00:00,US-West,residential,mobile_app
S-00291,A-0085,DEV-020,IPC-X03,2026-07-13T13:07:00+00:00,2026-07-13T14:44:00+00:00,US-West,mobile,chrome
S-00292,A-0086,DEV-020,IPC-X03,2026-07-12T07:34:00+00:00,2026-07-12T09:58:00+00:00,APAC,mobile,chrome
S-00293,A-0086,DEV-020,IPC-X03,2026-07-14T01:45:00+00:00,2026-07-14T03:44:00+00:00,APAC,residential,mobile_app
S-00294,A-0087,DEV-X01,IPC-X04,2026-07-14T11:48:00+00:00,2026-07-14T12:32:00+00:00,US-South,public_wifi,firefox
S-00295,A-0087,DEV-X01,IPC-X04,2026-07-14T10:44:00+00:00,2026-07-14T12:53:00+00:00,US-South,datacenter,safari
S-00296,A-0088,DEV-X09,IPC-X04,2026-07-13T18:15:00+00:00,2026-07-13T18:26:00+00:00,US-South,datacenter,chrome
S-00297,A-0088,DEV-024,IPC-X04,2026-07-14T14:25:00+00:00,2026-07-14T16:24:00+00:00,US-South,datacenter,safari
S-00298,A-0088,DEV-024,IPC-X04,2026-07-13T08:12:00+00:00,2026-07-13T08:54:00+00:00,US-South,mobile,safari
S-00299,A-0089,DEV-X01,IPC-X04,2026-07-15T13:26:00+00:00,2026-07-15T14:57:00+00:00,US-Northeast,datacenter,chrome
S-00300,A-0089,DEV-023,IPC-X04,2026-07-15T12:14:00+00:00,2026-07-15T12:41:00+00:00,US-Northeast,datacenter,mobile_app
S-00301,A-0089,DEV-023,IPC-X04,2026-07-14T09:20:00+00:00,2026-07-14T10:06:00+00:00,US-Northeast,public_wifi,mobile_app
S-00302,A-0090,DEV-024,IPC-X04,2026-07-15T01:22:00+00:00,2026-07-15T02:45:00+00:00,US-Northeast,datacenter,chrome
S-00303,A-0090,DEV-024,IPC-X04,2026-07-14T19:19:00+00:00,2026-07-14T19:29:00+00:00,US-Northeast,mobile,mobile_app
S-00304,A-0091,DEV-023,IPC-79,2026-07-15T10:01:00+00:00,2026-07-15T11:23:00+00:00,US-Northeast,mobile,firefox
S-00305,A-0091,DEV-023,IPC-85,2026-07-15T10:34:00+00:00,2026-07-15T12:59:00+00:00,US-Northeast,residential,firefox
S-00306,A-0091,DEV-023,IPC-38,2026-07-15T09:38:00+00:00,2026-07-15T10:38:00+00:00,US-Northeast,datacenter,mobile_app
S-00307,A-0092,DEV-025,IPC-20,2026-07-16T01:21:00+00:00,2026-07-16T03:03:00+00:00,US-Northeast,datacenter,mobile_app
S-00308,A-0092,DEV-025,IPC-56,2026-07-16T08:47:00+00:00,2026-07-16T10:26:00+00:00,US-Northeast,residential,chrome
S-00309,A-0092,DEV-025,IPC-99,2026-07-16T00:43:00+00:00,2026-07-16T03:36:00+00:00,US-Northeast,mobile,chrome
S-00310,A-0092,DEV-025,IPC-58,2026-07-16T00:17:00+00:00,2026-07-16T01:06:00+00:00,US-Northeast,datacenter,safari
S-00311,A-0093,DEV-023,IPC-81,2026-07-15T16:37:00+00:00,2026-07-15T17:03:00+00:00,US-Northeast,residential,mobile_app
S-00312,A-0093,DEV-023,IPC-22,2026-07-14T05:33:00+00:00,2026-07-14T07:12:00+00:00,US-Northeast,public_wifi,firefox
S-00313,A-0093,DEV-023,IPC-82,2026-07-15T19:30:00+00:00,2026-07-15T21:08:00+00:00,US-Northeast,datacenter,chrome
S-00314,A-0093,DEV-023,IPC-89,2026-07-13T20:48:00+00:00,2026-07-13T23:02:00+00:00,US-Northeast,mobile,mobile_app
S-00315,A-0094,DEV-025,IPC-56,2026-07-14T18:12:00+00:00,2026-07-14T18:39:00+00:00,EU-West,public_wifi,chrome
S-00316,A-0094,DEV-025,IPC-99,2026-07-14T06:28:00+00:00,2026-07-14T08:01:00+00:00,EU-West,public_wifi,mobile_app
S-00317,A-0094,DEV-025,IPC-60,2026-07-15T23:12:00+00:00,2026-07-16T00:48:00+00:00,EU-West,datacenter,firefox
S-00318,A-0094,DEV-025,IPC-36,2026-07-15T16:20:00+00:00,2026-07-15T19:01:00+00:00,EU-West,residential,safari
S-00319,A-0095,DEV-025,IPC-71,2026-07-15T13:10:00+00:00,2026-07-15T15:01:00+00:00,US-Northeast,datacenter,safari
S-00320,A-0095,DEV-025,IPC-65,2026-07-15T07:34:00+00:00,2026-07-15T08:12:00+00:00,US-Northeast,public_wifi,mobile_app
S-00321,A-0095,DEV-025,IPC-79,2026-07-15T11:42:00+00:00,2026-07-15T12:21:00+00:00,US-Northeast,mobile,firefox
S-00322,A-0095,DEV-025,IPC-80,2026-07-14T19:20:00+00:00,2026-07-14T20:27:00+00:00,US-Northeast,mobile,chrome
S-00323,A-0095,DEV-025,IPC-55,2026-07-14T03:58:00+00:00,2026-07-14T06:47:00+00:00,US-Northeast,public_wifi,mobile_app
S-00324,A-0096,DEV-023,IPC-55,2026-07-14T20:56:00+00:00,2026-07-14T21:15:00+00:00,US-West,datacenter,safari
S-00325,A-0096,DEV-023,IPC-77,2026-07-16T07:56:00+00:00,2026-07-16T10:05:00+00:00,US-West,mobile,chrome
S-00326,A-0096,DEV-023,IPC-35,2026-07-13T20:06:00+00:00,2026-07-13T21:18:00+00:00,US-West,datacenter,firefox
S-00327,A-0097,DEV-024,IPC-19,2026-07-13T14:55:00+00:00,2026-07-13T17:48:00+00:00,EU-West,datacenter,chrome
S-00328,A-0097,DEV-024,IPC-55,2026-07-15T01:38:00+00:00,2026-07-15T03:39:00+00:00,EU-West,residential,chrome
S-00329,A-0098,DEV-028,IPC-X05,2026-07-18T01:57:00+00:00,2026-07-18T03:59:00+00:00,US-South,residential,chrome
S-00330,A-0098,DEV-028,IPC-X05,2026-07-18T03:47:00+00:00,2026-07-18T05:44:00+00:00,US-South,mobile,safari
S-00331,A-0098,DEV-028,IPC-X05,2026-07-17T20:36:00+00:00,2026-07-17T21:21:00+00:00,US-South,mobile,safari
S-00332,A-0098,DEV-X05,IPC-X05,2026-07-16T01:10:00+00:00,2026-07-16T02:13:00+00:00,US-South,mobile,chrome
S-00333,A-0098,DEV-028,IPC-X05,2026-07-16T06:51:00+00:00,2026-07-16T07:16:00+00:00,US-South,public_wifi,mobile_app
S-00334,A-0099,DEV-X10,IPC-X05,2026-07-17T22:03:00+00:00,2026-07-18T00:05:00+00:00,APAC,public_wifi,chrome
S-00335,A-0099,DEV-X10,IPC-X05,2026-07-17T05:05:00+00:00,2026-07-17T05:34:00+00:00,APAC,public_wifi,chrome
S-00336,A-0099,DEV-X10,IPC-X05,2026-07-17T05:56:00+00:00,2026-07-17T07:19:00+00:00,APAC,public_wifi,firefox
S-00337,A-0100,DEV-X05,IPC-X05,2026-07-17T09:41:00+00:00,2026-07-17T12:13:00+00:00,US-West,datacenter,firefox
S-00338,A-0100,DEV-X05,IPC-X05,2026-07-18T04:21:00+00:00,2026-07-18T05:05:00+00:00,US-West,public_wifi,safari
S-00339,A-0101,DEV-X10,IPC-X05,2026-07-18T07:17:00+00:00,2026-07-18T08:44:00+00:00,US-West,mobile,safari
S-00340,A-0101,DEV-028,IPC-X05,2026-07-17T08:45:00+00:00,2026-07-17T09:28:00+00:00,US-West,public_wifi,safari
S-00341,A-0101,DEV-X10,IPC-X05,2026-07-16T04:49:00+00:00,2026-07-16T05:09:00+00:00,US-West,residential,safari
S-00342,A-0102,DEV-026,IPC-40,2026-07-15T21:06:00+00:00,2026-07-15T23:17:00+00:00,US-West,datacenter,chrome
S-00343,A-0102,DEV-026,IPC-32,2026-07-16T16:13:00+00:00,2026-07-16T17:10:00+00:00,US-West,mobile,safari
S-00344,A-0102,DEV-026,IPC-45,2026-07-17T21:57:00+00:00,2026-07-18T00:46:00+00:00,US-West,datacenter,safari
S-00345,A-0102,DEV-026,IPC-98,2026-07-17T00:46:00+00:00,2026-07-17T03:44:00+00:00,US-West,public_wifi,mobile_app
S-00346,A-0102,DEV-026,IPC-23,2026-07-15T19:57:00+00:00,2026-07-15T20:42:00+00:00,US-West,residential,mobile_app
S-00347,A-0103,DEV-027,IPC-79,2026-07-15T19:01:00+00:00,2026-07-15T20:50:00+00:00,EU-West,public_wifi,mobile_app
S-00348,A-0103,DEV-027,IPC-65,2026-07-17T04:32:00+00:00,2026-07-17T06:25:00+00:00,EU-West,public_wifi,mobile_app
S-00349,A-0103,DEV-027,IPC-87,2026-07-18T03:00:00+00:00,2026-07-18T03:12:00+00:00,EU-West,datacenter,safari
S-00350,A-0103,DEV-027,IPC-43,2026-07-16T03:59:00+00:00,2026-07-16T06:02:00+00:00,EU-West,mobile,chrome
S-00351,A-0103,DEV-027,IPC-95,2026-07-15T12:55:00+00:00,2026-07-15T15:37:00+00:00,EU-West,public_wifi,safari
S-00352,A-0104,DEV-027,IPC-53,2026-07-15T16:21:00+00:00,2026-07-15T18:17:00+00:00,EU-West,mobile,safari
S-00353,A-0104,DEV-027,IPC-91,2026-07-16T15:41:00+00:00,2026-07-16T17:24:00+00:00,EU-West,mobile,mobile_app
S-00354,A-0104,DEV-027,IPC-26,2026-07-15T09:25:00+00:00,2026-07-15T11:15:00+00:00,EU-West,datacenter,chrome
S-00355,A-0104,DEV-027,IPC-93,2026-07-17T00:52:00+00:00,2026-07-17T03:48:00+00:00,EU-West,mobile,safari
S-00356,A-0104,DEV-027,IPC-94,2026-07-15T13:59:00+00:00,2026-07-15T15:37:00+00:00,EU-West,public_wifi,mobile_app
S-00357,A-0105,DEV-027,IPC-42,2026-07-15T17:12:00+00:00,2026-07-15T17:24:00+00:00,US-South,residential,chrome
S-00358,A-0105,DEV-027,IPC-85,2026-07-17T06:05:00+00:00,2026-07-17T06:21:00+00:00,US-South,mobile,safari
S-00359,A-0105,DEV-027,IPC-99,2026-07-17T07:42:00+00:00,2026-07-17T10:07:00+00:00,US-South,datacenter,chrome
S-00360,A-0106,DEV-027,IPC-41,2026-07-16T11:12:00+00:00,2026-07-16T12:16:00+00:00,EU-West,datacenter,mobile_app
S-00361,A-0106,DEV-027,IPC-52,2026-07-16T18:18:00+00:00,2026-07-16T20:46:00+00:00,EU-West,residential,firefox
S-00362,A-0106,DEV-027,IPC-69,2026-07-15T17:00:00+00:00,2026-07-15T18:35:00+00:00,EU-West,mobile,mobile_app
S-00363,A-0106,DEV-027,IPC-54,2026-07-16T07:37:00+00:00,2026-07-16T08:48:00+00:00,EU-West,datacenter,mobile_app
S-00364,A-0107,DEV-028,IPC-72,2026-07-15T13:39:00+00:00,2026-07-15T15:30:00+00:00,EU-West,datacenter,chrome
S-00365,A-0107,DEV-028,IPC-24,2026-07-16T02:32:00+00:00,2026-07-16T04:14:00+00:00,EU-West,mobile,safari
S-00366,A-0107,DEV-028,IPC-89,2026-07-16T00:40:00+00:00,2026-07-16T02:03:00+00:00,EU-West,residential,mobile_app
S-00367,A-0108,DEV-028,IPC-23,2026-07-17T13:48:00+00:00,2026-07-17T14:56:00+00:00,APAC,public_wifi,chrome
S-00368,A-0108,DEV-028,IPC-48,2026-07-18T02:21:00+00:00,2026-07-18T04:56:00+00:00,APAC,public_wifi,mobile_app
S-00369,A-0108,DEV-028,IPC-66,2026-07-16T09:25:00+00:00,2026-07-16T11:05:00+00:00,APAC,mobile,firefox
S-00370,A-0108,DEV-028,IPC-11,2026-07-15T21:10:00+00:00,2026-07-15T22:17:00+00:00,APAC,residential,mobile_app
S-00371,A-0109,DEV-026,IPC-73,2026-07-16T04:46:00+00:00,2026-07-16T05:56:00+00:00,EU-West,residential,safari
S-00372,A-0109,DEV-026,IPC-57,2026-07-17T18:23:00+00:00,2026-07-17T19:21:00+00:00,EU-West,public_wifi,safari
S-00373,A-0109,DEV-026,IPC-34,2026-07-18T06:51:00+00:00,2026-07-18T08:53:00+00:00,EU-West,mobile,firefox
S-00374,A-0109,DEV-026,IPC-25,2026-07-16T02:42:00+00:00,2026-07-16T03:54:00+00:00,EU-West,residential,firefox
S-00375,A-0109,DEV-026,IPC-64,2026-07-17T11:52:00+00:00,2026-07-17T13:04:00+00:00,EU-West,public_wifi,chrome
S-00376,A-0110,DEV-028,IPC-90,2026-07-16T03:52:00+00:00,2026-07-16T05:22:00+00:00,US-West,datacenter,chrome
S-00377,A-0110,DEV-028,IPC-22,2026-07-15T18:40:00+00:00,2026-07-15T19:20:00+00:00,US-West,public_wifi,safari
S-00378,A-0111,DEV-028,IPC-83,2026-07-17T10:21:00+00:00,2026-07-17T11:24:00+00:00,US-West,residential,mobile_app
S-00379,A-0111,DEV-028,IPC-54,2026-07-16T02:15:00+00:00,2026-07-16T04:53:00+00:00,US-West,residential,firefox
S-00380,A-0111,DEV-028,IPC-13,2026-07-15T17:07:00+00:00,2026-07-15T17:28:00+00:00,US-West,mobile,mobile_app
S-00381,A-0111,DEV-028,IPC-98,2026-07-16T11:20:00+00:00,2026-07-16T14:12:00+00:00,US-West,datacenter,mobile_app
S-00382,A-0112,DEV-030,IPC-X03,2026-07-18T17:19:00+00:00,2026-07-18T17:53:00+00:00,APAC,mobile,firefox
S-00383,A-0112,DEV-X01,IPC-X04,2026-07-18T05:59:00+00:00,2026-07-18T06:07:00+00:00,APAC,datacenter,chrome
S-00384,A-0112,DEV-030,IPC-X01,2026-07-19T09:27:00+00:00,2026-07-19T11:28:00+00:00,APAC,residential,firefox
S-00385,A-0113,DEV-X03,IPC-X05,2026-07-18T19:36:00+00:00,2026-07-18T22:10:00+00:00,US-Midwest,public_wifi,firefox
S-00386,A-0113,DEV-X03,IPC-X04,2026-07-19T08:06:00+00:00,2026-07-19T09:33:00+00:00,US-Midwest,mobile,firefox
S-00387,A-0113,DEV-X03,IPC-X05,2026-07-17T08:32:00+00:00,2026-07-17T08:55:00+00:00,US-Midwest,mobile,chrome
S-00388,A-0113,DEV-X03,IPC-X05,2026-07-18T03:07:00+00:00,2026-07-18T04:41:00+00:00,US-Midwest,mobile,mobile_app
S-00389,A-0113,DEV-X03,IPC-X01,2026-07-18T19:50:00+00:00,2026-07-18T21:47:00+00:00,US-Midwest,datacenter,firefox
S-00390,A-0114,DEV-X05,IPC-X05,2026-07-18T08:30:00+00:00,2026-07-18T09:11:00+00:00,EU-West,residential,safari
S-00391,A-0114,DEV-032,IPC-X05,2026-07-18T04:30:00+00:00,2026-07-18T06:08:00+00:00,EU-West,mobile,mobile_app
S-00392,A-0115,DEV-031,IPC-X04,2026-07-17T13:36:00+00:00,2026-07-17T15:30:00+00:00,US-West,residential,safari
S-00393,A-0115,DEV-031,IPC-X05,2026-07-20T05:40:00+00:00,2026-07-20T07:44:00+00:00,US-West,mobile,firefox
